001101111010000100 864
001101111010001000 819
001101111100000001 834
001101111100000010 842
001101111100000100 805
001101111100010000 844
001110000001111001 809
001110000010101011 855
001110000100110101 802
001110001000110101 848
001110001001011001 855
001110001001110001 798
001110001010001011 812
001110001010010101 858
001110001010011001 815
001110001010011010 821
001110001010011100 841
001110001010100011 847
001110001010100101 807
001110001100010101 843
001110010000111010 891
001110010001110001 849
001110010001111000 838
001110010010011010 857
001110010010100011 850
001110010010101010 791
001110010100011010 792
001110010100100011 857
001110010100110001 841
001110010100110010 850
001110010100110100 870
001110100000101011 825
001110100001011001 840
001110100001101001 857
001110100010001011 822
001110100100001011 866
001110100100010101 793
001110100100011001 833
001110100100011010 808
001110100100011100 825
001110100100100011 815
001110100100100101 827
001110101000001011 874
001110101000010101 814
001110101000011001 842
001110101000011010 821
001110101000011100 853
001110101000100011 825
001110101000100101 816
001110101001001001 819
001110101001010001 874
001110101001011000 856
001110101001100001 812
001110101010000011 797
001110101010000101 834
001110101010001001 812
001110101010001010 877
001110101100000011 802
001110101100000101 838
001110101100010001 839
001110101100010100 876
001110110000011010 840
001110110000100011 814
001110110000101010 798
001110110001011000 814
001110110001100001 857
001110110010001010 789
001110110100000011 855
001110110100001010 853
001110110100010001 850
001110110100010010 856
001110110100010100 831
001110110100011000 796
001110110100100001 806
001110110100100010 829
001111000000111100 805
001111000001101001 848
001111000001111000 817
001111000010011100 847
001111000010100101 835
001111000010101001 836
001111000010101010 875
001111000010101100 847
001111000100011100 881
001111000100100101 880
001111000100110100 798
001111001000011100 864
001111001000100101 848
001111001000110100 859
001111001001011000 840
001111001001100001 817
001111001010000101 800
001111001010001001 789
001111001010001010 820
001111001010001100 871
001111001010010100 838
001111001010011000 821
001111001010100001 826
001111001010100100 803
001111001100010100 780
001111010000101010 783
001111010000110100 835
001111010000111000 812
001111010001011000 809
001111010001100001 903
001111010001101000 821
001111010001110000 841
001111010010001010 829
001111010010011000 835
001111010010100001 804
001111010010100010 815
001111010010100100 819
001111010010101000 858
001111010100010100 814
001111010100011000 824
001111010100100001 817
001111010100100010 816
001111010100100100 817
001111010100110000 833
010000011011011010 825
010000011011100011 823
010000011110010110 845
010000101011001011 803
010000101101010101 814
010000101110000111 844
010000110101011010 818
010000110101100011 809
010000111001011010 812
010000111001100011 803
010000111011000011 828
010000111011001010 824
010000111100010110 837
010000111101000011 814
010000111101010001 836
010000111101010010 829
010000111101010100 812
010000111110000011 846
010000111110000110 803
010001001011011100 822
010001001011100101 815
010001010011101010 855
010001010101110100 809
010001010110100110 877
010001011001110100 830
010001011010100110 818
010001011011001010 838
010001011011010100 788
010001011011011000 846
010001011011100001 827
010001011011100010 803
010001011011100100 755
010001011101010100 848
010001011110000110 881
010001011110010100 792
010010000011101011 872
010010000101110101 802
010010000110011110 850
010010000110100111 834
010010001001110101 787
010010001010011110 808
010010001010100111 811
010010001011001011 791
010010001011010101 837
010010001011011001 834
010010001011011010 806
010010001011011100 807
010010001011100011 844
010010001011100101 828
010010001101010101 869
010010001110000111 805
010010001110010101 868
010010001110010110 851
010010010001111010 828
010010010011011010 786
010010010011100011 785
010010010011101010 843
010010010100110110 845
010010010101011010 879
010010010101100011 839
010010010101110001 877
010010010101110010 837
010010010101110100 809
010010010110010110 826
010010010110011010 822
010010010110100011 815
010010010110100110 798
010100001001110101 822
010100001010011110 832
010100001010100111 825
010100010001111010 847
010100010100110110 818
010100011000110110 805
010100011001011010 811
010100011001100011 805
010100011001110001 826
010100011001110010 836
010100011001110100 838
010100011010010110 826
010100011010011010 809
010100011010100011 873
010100011010100110 850
010100011100010110 839
010100101000011110 805
010100101000100111 789
010100101001001011 794
010100101001010101 801
010100101001011001 828
010100101001011010 805
010100101001011100 781
010100101001100011 846
010100101001100101 810
010100101010000111 835
010100101010001011 807
010100101010001110 769
010100101100000111 814
010100101100010101 816
010100101100010110 841
010100110001011010 833
010100110001100011 848
010100110001101010 848
010100110100010110 875
010100110100011010 803
010100110100100011 799
010100110100100110 810
010100111000010110 829
010100111000011010 832
010100111000100011 827
010100111000100110 795
010100111001000011 804
010100111001001010 874
010100111001010001 889
010100111001010010 849
010100111001010100 807
010100111001011000 802
010100111001100001 883
010100111001100010 843
010100111010000011 811
010100111010000110 845
010100111010001010 845
010100111100000011 815
010100111100000110 822
010100111100010010 802
010100111100010100 800
010101001001011100 821
010101001001100101 811
010101001001110100 790
010101001010001110 795
010101001010011100 785
010101001010100101 795
010101001010100110 837
010101010001101010 833
010101010001110100 822
010101010001111000 844
010101010010100110 816
010101010010101010 805
010101010100100110 816
010101010100110100 754
010101011000100110 785
010101011000110100 808
010101011001010100 856
010101011001011000 846
010101011001100001 837
010101011001100010 797
010101011001100100 814
010101011001110000 848
010101011010000110 789
010101011010001010 840
010101011010010100 769
010101011010100010 804
010101011010100100 766
010101011100010100 892
010110000000111110 854
010110000001101011 812
010110000001110101 804
010110000001111001 819
010110000001111010 824
010110000001111100 814
010110000010011110 823
010110000010100111 887
010110000010101011 847
010110000010101110 832
010110000100011110 799
010110000100100111 837
010110000100110101 812
010110000100110110 797
010110001000011110 814
010110001000100111 903
010110001000110101 854
010110001000110110 831
010110001001010101 828
010110001001011001 827
010110001001011010 868
010110001001011100 822
010110001001100011 810
010110001001100101 813
010110001001110001 867
010110001001110100 785
010110001010000111 812
010110001010001011 843
010110001010001110 781
010110001010010101 792
010110001010010110 834
010110001010011010 851
010110001010011100 838
010110001010100011 826
010110001010100101 827
010110001010100110 847
010110001100010101 830
010110001100010110 830
010110010000110110 850
010110010000111010 835
010110010001011010 839
010110010001100011 812
010110010001101010 831
010110010001110001 870
010110010001110010 830
010110010001110100 841
010110010001111000 837
010110010010011010 831
010110010010100011 851
010110010010100110 869
010110010010101010 841
010110010100010110 821
010110010100011010 828
010110010100100011 865
010110010100100110 855
010110010100110010 841
010110010100110100 859
011000001011011001 829
011000001110010101 850
011000010101110001 842
011000010110011010 814
011000010110100011 866
011000011001110001 780
011000011010011010 872
011000011010100011 848
011000011011010001 816
011000011011011000 798
011000011011100001 839
011000011101010001 916
011000011110000011 853
011000011110010001 806
011000011110010010 825
011000011110010100 833
011000101001011001 818
011000101010001011 848
011000101011001001 845
011000101100010101 857
011000101101010001 825
011000101110000011 873
011000101110000101 856
011000110100011010 829
011000110100100011 825
011000110101010001 839
011000110101011000 834
011000110101100001 847
011000110110000011 817
011000110110001010 843
011000111001010001 806
011000111001011000 808
011000111001100001 896
011000111010000011 800
011000111010001010 828
011000111011000001 824
011000111100000011 811
011000111100010001 891
011000111100010010 862
011000111100010100 803
011000111101000001 867
011000111101010000 816
011000111110000001 771
011000111110000010 852
011001001010011100 863
011001001010100101 836
011001001011001001 798
011001001011011000 838
011001001011100001 812
011001001110000101 845
011001001110010100 815
011001010001111000 786
011001010010101010 876
011001010011011000 761
011001010011100001 821
011001010011101000 849
011001010100110100 813
011001010101011000 850
011001010101100001 823
011001010101110000 856
011001010110001010 813
011001010110010100 836
011001010110011000 807
011001010110100001 870
011001010110100010 842
011001010110100100 855
011001011001011000 837
011001011001100001 879
011001011001110000 863
011001011010001010 875
011001011010010100 801
011001011010011000 776
011001011010100001 802
011001011010100010 855
011001011010100100 821
011001011011000001 813
011001011011001000 867
011001011011010000 832
011001011011100000 810
011001011100010100 823
011001011101010000 832
011001011110000001 833
011001011110000010 813
011001011110000100 885
011001011110010000 842
011010000001111001 838
011010000010101011 835
011010000011011001 852
011010000011101001 814
011010000100110101 749
011010000101011001 828
011010000101110001 850
011010000110001011 839
011010000110010101 826
011010000110011001 825
011010000110011010 811
011010000110011100 815
011010000110100011 852
011010000110100101 792
011010001001011001 805
011010001001110001 825
011010001010001011 842
011010001010010101 857
011010001010011001 804
011010001010011010 815
011010001010011100 817
011010001010100011 801
011010001010100101 797
011010001011001001 845
011010001011010001 857
011010001011011000 851
011010001011100001 805
011010001100010101 806
011010001101010001 829
011010001110000011 813
011010001110000101 839
011010001110010001 864
011010001110010100 837
011010010001110001 809
011010010001111000 834
011010010010011010 781
011010010010100011 858
011010010010101010 824
011010010011011000 833
011010010011100001 816
011010010100011010 849
011010010100100011 844
011010010100110001 843
011010010100110010 795
011010010100110100 840
011010010101010001 816
011010010101011000 823
011010010101100001 856
011010010101110000 853
011010010110000011 863
011010010110001010 826
011010010110010001 777
011010010110010010 819
011010010110010100 797
011010010110011000 818
011010010110100001 833
011010010110100010 727
100000101011001011 776
100000101101010101 853
100000101110000111 850
100000110101011010 822
100000110101100011 852
100001001011011100 811
100001001011100101 879
100001010011101010 834
100001010101110100 780
100001010110100110 808
100001100101011100 854
100001100101100101 868
100001100110001110 835
100001101001011100 826
100001101001100101 812
100001101010001110 831
100001101011000101 821
100001101011001001 835
100001101011001010 847
100001101011001100 833
100001101101000101 799
100001101101010100 821
100001101110000101 873
100001101110000110 830
100001110001101010 831
100001110011001010 866
100001110100100110 814
100001110101001010 857
100001110101010100 796
100001110101011000 809
100001110101100001 861
100001110101100010 828
100001110101100100 835
100001110110000110 876
100001110110001010 842
100010000011101011 818
100010000101110101 820
100010000110011110 815
100010000110100111 831
100010100001101011 849
100010100011001011 865
100010100100011110 848
100010100100100111 810
100010100101001011 818
100010100101010101 870
100010100101011001 778
100010100101011010 776
100010100101011100 786
100010100101100011 758
100010100101100101 778
100010100110000111 776
100010100110001011 856
100010100110001110 832
100011000001111100 837
100011000010101110 842
100011000011011100 827
100011000011100101 861
100011000011101001 868
100011000011101010 830
100011000011101100 875
100011000101011100 837
100011000101100101 835
100011000101110100 844
100011000110001110 809
100011000110011100 801
100011000110100101 836
100011000110100110 832
100100100001101011 790
100100100100011110 847
100100100100100111 820
100100101000011110 821
100100101000100111 829
100100101001001011 804
100100101001010101 851
100100101001011001 816
100100101001011010 832
100100101001011100 858
100100101001100011 856
100100101001100101 819
100100101010000111 821
100100101010001011 817
100100101010001110 800
100100101100000111 864
100100101100010101 813
100100101100010110 783
100100110001011010 870
100100110001100011 820
100100110001101010 809
100100110100010110 835
100100110100011010 767
100100110100100011 795
100100110100100110 821
100101000001111100 812
100101000010101110 793
100101001001011100 837
100101001001100101 799
100101001001110100 850
100101001010001110 899
100101001010011100 813
100101001010100101 838
100101001010100110 839
100101010001101010 855
100101010001110100 811
100101010001111000 832
100101010010100110 852
100101010010101010 818
100101010100100110 844
100101010100110100 813
100101100000101110 777
100101100001011100 828
100101100001100101 844
100101100001101001 846
100101100001101010 848
100101100001101100 785
100101100010001110 796
100101100100001110 839
100101100100011100 823
100101100100100101 838
100101100100100110 853
100101101000001110 801
100101101000011100 789
100101101000100101 838
100101101000100110 797
100101101001000101 824
100101101001001001 835
100101101001001010 843
100101101001001100 807
100101101001010100 822
100101101001011000 861
100101101001100001 817
100101101001100100 831
100101101010000101 836
100101101010000110 809
100101101010001010 858
100101101010001100 841
100101101100000101 848
100101101100000110 796
100101101100010100 855
100101110000100110 833
100101110000101010 776
100101110001001010 826
100101110001011000 837
100101110001100001 827
100101110001100010 786
100101110001100100 823
100101110001101000 811
100101110010001010 822
100101110100000110 786
100101110100001010 876
100101110100010100 866
100101110100100010 853
100101110100100100 845
100110000000111110 800
100110000001101011 782
100110000001110101 871
100110000001111001 852
100110000001111010 838
100110000001111100 828
100110000010011110 797
100110000010100111 823
100110000010101011 822
100110000010101110 835
100110000100011110 836
100110000100100111 877
100110000100110101 830
100110000100110110 872
100110100000011110 842
100110100000100111 846
100110100000101011 870
100110100000101110 824
100110100001001011 867
100110100001011001 733
100110100001011010 826
100110100001011100 842
100110100001100011 831
100110100001100101 835
100110100001101001 799
100110100001101010 841
100110100010001011 832
100110100010001110 809
100110100100000111 834
100110100100001011 821
100110100100001110 855
100110100100010101 854
100110100100010110 860
100110100100011010 839
100110100100011100 819
100110100100100011 837
100110100100100101 805
100110100100100110 828
100111000000101110 807
100111000000111100 839
100111000001011100 887
100111000001100101 885
100111000001101001 854
100111000001101010 862
100111000001101100 838
100111000001110100 780
100111000001111000 844
100111000010001110 807
100111000010011100 795
100111000010100101 837
100111000010100110 831
100111000010101010 795
100111000010101100 785
100111000100011100 874
100111000100100101 832
100111000100100110 842
100111000100110100 823
101000100101011001 840
101000100110001011 899
101000101001011001 843
101000101010001011 829
101000101011001001 796
101000101100010101 868
101000101101010001 825
101000101110000011 806
101000101110000101 831
101000110100011010 846
101000110100100011 799
101000110101010001 838
101000110101011000 812
101000110101100001 815
101000110110000011 819
101000110110001010 803
101001000011101001 860
101001000110011100 837
101001000110100101 787
101001001010011100 858
101001001010100101 856
101001001011001001 836
101001001011011000 883
101001001011100001 858
101001001110000101 794
101001001110010100 834
101001010001111000 824
101001010010101010 850
101001010011011000 851
101001010011100001 837
101001010011101000 881
101001010100110100 816
101001010101011000 864
101001010101100001 749
101001010101110000 839
101001010110001010 861
101001010110010100 820
101001010110011000 834
101001010110100001 832
101001010110100010 901
101001010110100100 809
101001100001101001 839
101001100011001001 864
101001100100011100 788
101001100100100101 804
101001100101001001 847
101001100101011000 857
101001100101100001 854
101001100110000101 767
101001100110001001 875
101001100110001010 782
101001100110001100 788
101001101001001001 843
101001101001011000 817
101001101001100001 848
101001101010000101 862
101001101010001001 875
101001101010001010 845
101001101010001100 811
101001101011000001 825
101001101011001000 828
101001101100000101 888
101001101100010100 836
101001101101000001 880
101001101110000001 870
101001101110000100 840
101001110001011000 844
101001110001100001 829
101001110001101000 872
101001110010001010 864
101001110011001000 823
101001110100001010 831
101001110100010100 857
101001110100011000 824
101001110100100001 773
101001110100100010 794
101001110100100100 844
101001110101000001 776
101001110101001000 832
101001110101010000 811
101001110101100000 868
101001110110000001 840
101001110110000010 853
101001110110000100 834
101001110110001000 894
101010000001111001 808
101010000010101011 826
101010000011011001 868
101010000011101001 823
101010000100110101 810
101010000101011001 805
101010000101110001 856
101010000110001011 858
101010000110010101 811
101010000110011001 796
101010000110011010 821
101010000110011100 846
101010000110100011 813
101010000110100101 806
101010100001011001 813
101010100001101001 825
101010100010001011 784
101010100011001001 809
101010100100001011 837
101010100100010101 810
101010100100011001 833
101010100100011010 814
101010100100011100 840
101010100100100011 854
101010100100100101 803
101010100101001001 806
101010100101010001 823
101010100101011000 771
101010100101100001 825
101010100110000011 838
101010100110000101 818
101010100110001001 810
101010100110001010 859
101011000001101001 834
101011000001111000 839
101011000010011100 820
101011000010100101 847
101011000010101001 821
101011000010101010 844
101011000010101100 874
101011000011001001 832
101011000011011000 833
101011000011100001 872
101011000011101000 769
101011000100011100 852
101011000100100101 868
101011000100110100 788
101011000101011000 824
101011000101100001 850
101011000110000101 787
101011000110001001 832
101011000110001010 849
101011000110001100 844
101011000110010100 815
101011000110011000 861
101011000110100001 803
101011000110100100 834
110000000011101011 839
110000000101110101 810
110000000110011110 811
110000000110100111 837
110000001001110101 805
110000001010011110 814
110000001010100111 780
110000001011001011 854
110000001011010101 822
110000001011011001 828
110000001011011010 846
110000001011011100 831
110000001011100011 802
110000001011100101 783
110000001101010101 883
110000001110000111 878
110000001110010101 809
110000001110010110 815
110000010001111010 895
110000010011011010 785
110000010011100011 826
110000010011101010 862
110000010100110110 831
110000010101011010 831
110000010101100011 821
110000010101110001 809
110000010101110010 769
110000010101110100 801
110000010110010110 895
110000010110011010 837
110000010110100011 858
110000010110100110 828
110000100001101011 868
110000100011001011 807
110000100100011110 850
110000100100100111 845
110000100101001011 824
110000100101010101 828
110000100101011001 816
110000100101011010 871
110000100101011100 777
110000100101100011 902
110000100101100101 773
110000100110000111 837
110000100110001011 862
110000100110001110 779
110000101001001011 812
110000101001010101 812
110000101001011001 844
110000101001011010 857
110000101001011100 776
110000101001100011 829
110000101001100101 767
110000101010000111 885
110000101010001011 871
110000101010001110 833
110000101011000011 881
110000101011000101 848
110000101011001001 783
110000101011001010 815
110000101100000111 846
110000101100010101 837
110000101100010110 832
110000101101000011 795
110000101101000101 829
110000101101010001 845
110000101101010100 796
110000101110000011 809
110000101110000101 872
110000101110000110 845
110000110001011010 768
110000110001100011 863
110000110001101010 816
110000110011001010 840
110000110100010110 844
110000110100011010 809
110000110100100011 818
110000110100100110 748
110000110101000011 835
110000110101001010 831
110000110101010001 764
110000110101010010 826
110000110101010100 852
110000110101011000 826
110000110101100001 821
110000110101100010 846
110000110110000011 819
110000110110000110 841
110000110110001010 817
110001000001111100 832
110001000010101110 785
110001000011011100 785
110001000011100101 865
110001000011101001 829
110001000011101010 831
110001000011101100 816
110001000101011100 821
110001000101100101 841
110001000101110100 776
110001000110001110 790
110001000110011100 823
110001000110100101 815
110001000110100110 856
110001001001011100 796
110001001001100101 780
110001001001110100 888
110001001010001110 784
110001001010011100 828
110001001010100101 797
110001001010100110 814
110001001011000101 841
110001001011001001 858
110001001011001010 824
110001001011001100 787
110001001011010100 874
110001001011011000 839
110001001011100001 855
110001001011100100 812
110001001101010100 861
110001001110000101 826
110001001110000110 819
110001001110010100 828
110001010001101010 854
110001010001110100 856
110001010001111000 841
110001010010100110 843
110001010010101010 831
110001010011001010 877
110001010011011000 826
110001010011100001 807
110001010011100010 831
110001010011100100 821
110001010011101000 845
110001010100100110 836
110001010100110100 886
110001010101010100 860
110001010101011000 849
110001010101100001 809
110001010101100010 826
110001010101100100 809
110001010101110000 886
110001010110000110 820
110001010110001010 831
110001010110010100 825
110001010110100010 787
110001010110100100 825
110010000001101011 869
110010000001110101 824
110010000001111001 797
110010000001111010 810
110010000001111100 876
110010000010011110 810
110010000010100111 853
110010000010101011 830
110010000010101110 839
110010000011001011 801
110010000011011001 845
110010000011011010 852
110010000011011100 817
110010000011100011 868
110010000011100101 821
110010000011101001 796
110010000011101010 796
110010000100011110 904
110010000100100111 790
110010000100110101 791
110010000100110110 775
110010000101010101 821
110010000101011001 832
110010000101011010 895
110010000101011100 826
110010000101100011 825
110010000101100101 819
110010000101110001 830
110010000101110100 835
110010000110000111 873
110010000110001011 835
110010000110001110 821
110010000110010101 808
110010000110010110 824
110010000110011010 827
110010000110011100 803
110010000110100011 803
110010000110100101 876
110010000110100110 816
