#sequence_separation contact_probability stderr
421 9.78841e-05 1.47572e-06
423 9.63305e-05 1.50228e-06
425 9.51611e-05 1.45767e-06
427 9.51302e-05 1.32161e-06
429 9.5163e-05 1.33818e-06
431 9.11975e-05 1.45737e-06
433 9.26778e-05 1.46403e-06
435 9.48844e-05 1.45792e-06
437 9.07955e-05 1.34676e-06
439 8.91896e-05 1.39841e-06
441 8.7919e-05 1.29151e-06
443 8.89345e-05 1.35325e-06
445 8.89394e-05 1.22208e-06
447 8.64673e-05 1.35397e-06
449 8.82225e-05 1.31259e-06
451 8.91167e-05 1.35268e-06
453 8.70036e-05 1.58969e-06
455 8.52906e-05 1.35088e-06
457 8.64113e-05 1.35111e-06
459 8.46532e-05 1.35384e-06
461 8.48396e-05 1.36112e-06
463 8.51735e-05 1.40394e-06
465 8.22191e-05 1.35491e-06
467 8.23178e-05 1.33954e-06
469 8.3645e-05 1.412e-06
471 8.22016e-05 1.28988e-06
473 8.19101e-05 1.32834e-06
475 8.16611e-05 1.44195e-06
477 7.97884e-05 1.43403e-06
479 7.78717e-05 1.34456e-06
481 7.99944e-05 1.21052e-06
483 8.02267e-05 1.34169e-06
485 7.87191e-05 1.14637e-06
487 7.78887e-05 1.2612e-06
489 7.75911e-05 1.31247e-06
491 7.64529e-05 1.26359e-06
493 7.54406e-05 1.29847e-06
495 7.54504e-05 1.13043e-06
497 7.54263e-05 1.34724e-06
499 7.38e-05 1.25823e-06
501 7.42076e-05 1.27915e-06
503 7.39556e-05 1.35893e-06
505 7.26734e-05 1.32107e-06
507 7.32866e-05 1.23606e-06
509 7.37739e-05 1.3643e-06
511 7.14658e-05 1.28685e-06
513 7.22064e-05 1.21519e-06
515 7.18076e-05 1.22928e-06
517 7.08442e-05 1.22457e-06
519 6.94799e-05 1.14333e-06
521 6.91238e-05 1.17854e-06
523 6.8749e-05 1.25068e-06
525 6.99034e-05 1.22213e-06
527 7.03007e-05 1.30898e-06
529 6.82359e-05 1.14389e-06
531 6.78803e-05 1.28423e-06
533 6.87022e-05 1.15398e-06
535 6.70825e-05 9.91469e-07
537 6.75397e-05 1.28843e-06
539 6.71714e-05 1.19921e-06
541 6.61024e-05 1.18355e-06
543 6.54056e-05 1.30897e-06
545 6.32951e-05 1.19438e-06
547 6.3663e-05 1.15733e-06
549 6.3479e-05 1.06432e-06
551 6.34642e-05 9.95309e-07
553 6.46373e-05 9.77204e-07
555 6.32458e-05 9.55446e-07
557 6.2858e-05 1.04777e-06
559 6.22374e-05 1.09575e-06
561 6.26369e-05 1.09782e-06
563 6.02677e-05 1.04237e-06
565 6.12458e-05 1.23071e-06
567 6.11995e-05 1.14891e-06
569 6.07058e-05 1.08223e-06
571 5.92471e-05 1.11679e-06
573 5.93962e-05 1.1127e-06
575 5.97542e-05 1.22588e-06
577 5.90355e-05 1.10415e-06
579 5.97242e-05 1.11207e-06
581 5.77719e-05 1.08959e-06
583 5.92903e-05 1.17016e-06
585 5.81668e-05 1.32521e-06
587 5.79162e-05 1.21117e-06
589 5.88686e-05 1.1189e-06
591 5.66723e-05 1.12157e-06
593 5.63095e-05 1.17189e-06
595 5.48167e-05 1.19988e-06
597 5.57686e-05 9.97003e-07
599 5.56815e-05 9.26788e-07
601 5.6234e-05 9.98879e-07
603 5.6388e-05 1.14775e-06
605 5.68054e-05 1.11363e-06
607 5.53365e-05 1.07654e-06
609 5.58475e-05 1.0771e-06
611 5.46899e-05 1.07787e-06
613 5.43288e-05 1.07802e-06
615 5.4679e-05 1.18052e-06
617 5.48807e-05 1.15781e-06
619 5.30911e-05 9.94492e-07
621 5.55109e-05 1.18383e-06
623 5.3043e-05 1.15978e-06
625 5.27651e-05 1.08901e-06
627 5.29456e-05 1.06885e-06
629 5.27367e-05 1.09411e-06
631 5.12117e-05 1.09586e-06
633 5.28204e-05 1.15026e-06
635 5.25255e-05 1.12845e-06
637 5.25292e-05 1.14132e-06
639 5.16963e-05 1.10376e-06
641 5.06921e-05 1.22065e-06
643 5.13356e-05 1.1321e-06
645 5.05262e-05 1.075e-06
647 5.03019e-05 1.01011e-06
649 5.01469e-05 1.01412e-06
651 4.8828e-05 1.09663e-06
653 5.04109e-05 1.02712e-06
655 4.8996e-05 1.00493e-06
657 4.94976e-05 1.06921e-06
659 4.91731e-05 9.97119e-07
661 4.93852e-05 1.07055e-06
663 4.77775e-05 1.07208e-06
665 4.835e-05 1.05004e-06
667 4.77224e-05 1.04374e-06
669 4.6275e-05 8.85058e-07
671 4.73099e-05 1.02081e-06
673 4.6858e-05 9.9448e-07
675 4.58091e-05 9.20044e-07
677 4.5114e-05 1.04333e-06
679 4.48675e-05 9.62719e-07
681 4.75311e-05 1.14586e-06
683 4.72894e-05 1.02398e-06
685 4.65347e-05 1.01459e-06
687 4.74347e-05 9.62595e-07
689 4.65935e-05 9.7766e-07
691 4.68407e-05 1.01186e-06
693 4.77963e-05 1.00189e-06
695 4.66134e-05 9.57412e-07
697 4.62947e-05 9.74273e-07
699 4.4158e-05 1.0446e-06
701 4.54213e-05 9.40534e-07
703 4.28922e-05 9.75689e-07
705 4.4339e-05 9.81212e-07
707 4.39206e-05 9.09233e-07
709 4.42945e-05 1.0895e-06
711 4.46716e-05 1.00377e-06
713 4.34085e-05 9.70041e-07
715 4.34291e-05 1.00752e-06
717 4.3288e-05 9.66943e-07
719 4.29118e-05 1.15941e-06
721 4.27485e-05 9.69042e-07
723 4.43939e-05 9.27765e-07
725 4.27314e-05 9.04313e-07
727 4.20624e-05 1.01512e-06
729 4.11973e-05 1.04075e-06
731 4.17742e-05 1.01885e-06
733 4.18392e-05 9.76023e-07
735 4.17643e-05 9.75872e-07
737 4.14238e-05 8.55089e-07
739 4.15239e-05 9.56125e-07
741 4.149e-05 9.27097e-07
743 4.09882e-05 9.47796e-07
745 4.14064e-05 8.03904e-07
747 4.16225e-05 8.53826e-07
749 4.20624e-05 8.99149e-07
751 4.05198e-05 8.96685e-07
753 4.12391e-05 8.59786e-07
755 4.08371e-05 8.39788e-07
757 3.92933e-05 9.47676e-07
759 4.02306e-05 9.31504e-07
761 3.88061e-05 9.33513e-07
763 4.04857e-05 9.36012e-07
765 3.85629e-05 9.11848e-07
767 3.82238e-05 9.82627e-07
769 3.95788e-05 8.8145e-07
771 3.81201e-05 8.48507e-07
773 3.86935e-05 1.00127e-06
775 4.02854e-05 9.55104e-07
777 3.88605e-05 9.88452e-07
779 3.69825e-05 8.71339e-07
781 3.73796e-05 8.45777e-07
783 3.60796e-05 7.93261e-07
785 3.77067e-05 9.31142e-07
787 3.60607e-05 8.92469e-07
789 3.69751e-05 9.56817e-07
791 3.72072e-05 9.28338e-07
793 3.7095e-05 9.17755e-07
795 3.55732e-05 8.69734e-07
797 3.65309e-05 8.03794e-07
799 3.62773e-05 7.84224e-07
801 3.70201e-05 7.8467e-07
803 3.62668e-05 7.54846e-07
805 3.56873e-05 7.52989e-07
807 3.41077e-05 8.56641e-07
809 3.48622e-05 9.1016e-07
811 3.49271e-05 8.88251e-07
813 3.45844e-05 7.95129e-07
815 3.45724e-05 8.6328e-07
817 3.46658e-05 8.46514e-07
819 3.45355e-05 7.25163e-07
821 3.41995e-05 7.34984e-07
823 3.4867e-05 8.86281e-07
825 3.45104e-05 8.25012e-07
827 3.46318e-05 8.53183e-07
829 3.52916e-05 8.62053e-07
831 3.47675e-05 9.56747e-07
833 3.5344e-05 9.29291e-07
835 3.42649e-05 8.13062e-07
837 3.41875e-05 7.82306e-07
839 3.45335e-05 8.72959e-07
841 3.29652e-05 8.31142e-07
843 3.34319e-05 9.05796e-07
845 3.36646e-05 8.50156e-07
847 3.29769e-05 8.1099e-07
849 3.38809e-05 8.29609e-07
851 3.35714e-05 7.24428e-07
853 3.19409e-05 8.23878e-07
855 3.19244e-05 7.54684e-07
857 3.18148e-05 7.16633e-07
859 3.32813e-05 8.62143e-07
861 3.3306e-05 8.3815e-07
863 3.30876e-05 8.89301e-07
865 3.15256e-05 9.67538e-07
867 3.22169e-05 7.52303e-07
869 3.34317e-05 8.99287e-07
871 3.24668e-05 7.5122e-07
873 3.14935e-05 7.90683e-07
875 3.21682e-05 8.16267e-07
877 3.19494e-05 7.85578e-07
879 3.18822e-05 8.83685e-07
881 3.11658e-05 8.4164e-07
883 3.06229e-05 6.80236e-07
885 3.13894e-05 8.37621e-07
887 3.21162e-05 8.20291e-07
889 3.14404e-05 8.07975e-07
891 3.01841e-05 7.55451e-07
893 2.96319e-05 7.6941e-07
895 3.10094e-05 8.83254e-07
897 3.02712e-05 8.60162e-07
899 3.01151e-05 8.39106e-07
901 2.93216e-05 7.86557e-07
903 2.89398e-05 7.55664e-07
905 2.9507e-05 7.70235e-07
907 3.03686e-05 8.30744e-07
909 2.86473e-05 6.90211e-07
911 3.01833e-05 7.73458e-07
913 3.01919e-05 7.71031e-07
915 2.95819e-05 8.43257e-07
917 2.91326e-05 7.0586e-07
919 3.04826e-05 7.31295e-07
921 2.96315e-05 8.52464e-07
923 3.0039e-05 8.97383e-07
925 2.97608e-05 7.34434e-07
927 2.88786e-05 8.05733e-07
929 3.05409e-05 8.08797e-07
931 3.0702e-05 8.36477e-07
933 2.90171e-05 7.70661e-07
935 2.92835e-05 8.19554e-07
937 2.80136e-05 7.58718e-07
939 2.92292e-05 8.30951e-07
941 2.7775e-05 7.34239e-07
943 2.85812e-05 7.96037e-07
945 2.74553e-05 8.14437e-07
947 2.76097e-05 7.09498e-07
949 2.69459e-05 7.49082e-07
951 2.76094e-05 8.14457e-07
953 2.77298e-05 8.65295e-07
955 2.76613e-05 8.41273e-07
957 2.81718e-05 7.47477e-07
959 2.79987e-05 7.22072e-07
961 2.81705e-05 7.14978e-07
963 2.76433e-05 7.58348e-07
965 2.771e-05 7.46079e-07
967 2.85061e-05 7.54044e-07
969 2.85598e-05 7.89761e-07
971 2.78711e-05 7.92588e-07
973 2.80381e-05 8.17379e-07
975 2.82183e-05 7.40888e-07
977 2.61296e-05 7.2306e-07
979 2.69225e-05 7.94973e-07
981 2.69888e-05 6.60165e-07
983 2.655e-05 7.78492e-07
985 2.61501e-05 6.91669e-07
987 2.67563e-05 7.4784e-07
989 2.57631e-05 7.46838e-07
991 2.62041e-05 7.99981e-07
993 2.60937e-05 8.06132e-07
995 2.5002e-05 7.27456e-07
997 2.60298e-05 8.29506e-07
999 2.57514e-05 6.47271e-07
1001 2.56431e-05 6.60429e-07
1003 2.56438e-05 8.02226e-07
1005 2.57428e-05 8.60729e-07
1007 2.63073e-05 7.24467e-07
1009 2.59393e-05 7.75084e-07
1011 2.6318e-05 7.65501e-07
1013 2.548e-05 8.25567e-07
1015 2.52557e-05 7.59426e-07
1017 2.45709e-05 7.45502e-07
1019 2.4685e-05 8.23827e-07
1021 2.47286e-05 7.26346e-07
1023 2.39312e-05 7.50759e-07
1025 2.44407e-05 8.08031e-07
1027 2.50269e-05 6.83791e-07
1029 2.40866e-05 6.95532e-07
1031 2.51495e-05 7.79519e-07
1033 2.47264e-05 7.89546e-07
1035 2.59882e-05 7.42554e-07
1037 2.52898e-05 6.91249e-07
1039 2.53653e-05 7.17321e-07
1041 2.5487e-05 7.62566e-07
1043 2.57469e-05 6.3242e-07
1045 2.53007e-05 7.15258e-07
1047 2.52555e-05 7.47803e-07
1049 2.51433e-05 7.56023e-07
1051 2.42129e-05 6.49247e-07
1053 2.55985e-05 7.6865e-07
1055 2.51453e-05 6.4679e-07
1057 2.41184e-05 6.58334e-07
1059 2.50219e-05 7.3701e-07
1061 2.5278e-05 7.40104e-07
1063 2.50111e-05 7.60706e-07
1065 2.56178e-05 7.99202e-07
1067 2.38711e-05 7.50742e-07
1069 2.50253e-05 7.06535e-07
1071 2.36092e-05 8.2299e-07
1073 2.32457e-05 7.63956e-07
1075 2.49827e-05 8.19332e-07
1077 2.20514e-05 6.7434e-07
1079 2.28772e-05 7.62333e-07
1081 2.26809e-05 6.81123e-07
1083 2.35974e-05 7.60988e-07
1085 2.28037e-05 7.28764e-07
1087 2.26703e-05 7.474e-07
1089 2.35224e-05 7.31473e-07
1091 2.28319e-05 7.21564e-07
1093 2.27939e-05 6.63773e-07
1095 2.20314e-05 7.00817e-07
1097 2.15079e-05 6.24239e-07
1099 2.21194e-05 6.91015e-07
1101 2.21635e-05 7.18214e-07
1103 2.30273e-05 7.05655e-07
1105 2.35705e-05 7.09615e-07
1107 2.22276e-05 7.88876e-07
1109 2.28133e-05 8.00659e-07
1111 2.31239e-05 6.83265e-07
1113 2.2264e-05 7.09881e-07
1115 2.17994e-05 7.18802e-07
1117 2.2529e-05 6.57381e-07
1119 2.24198e-05 7.17038e-07
1121 2.34814e-05 7.26301e-07
1123 2.29142e-05 6.42649e-07
1125 2.30679e-05 7.2079e-07
1127 2.23268e-05 7.29048e-07
1129 2.25131e-05 7.79689e-07
1131 2.15768e-05 6.2733e-07
1133 2.12449e-05 7.74726e-07
1135 2.14346e-05 7.05341e-07
1137 2.14861e-05 7.92599e-07
1139 2.16535e-05 8.10664e-07
1141 2.12785e-05 6.60667e-07
1143 2.06078e-05 6.89773e-07
1145 2.07389e-05 6.54041e-07
1147 2.17022e-05 7.88029e-07
1149 2.14984e-05 7.04477e-07
1151 2.10236e-05 6.50849e-07
1153 2.08692e-05 7.29294e-07
1155 2.00943e-05 6.69308e-07
1157 2.04297e-05 7.08096e-07
1159 2.08598e-05 6.79825e-07
1161 2.10144e-05 7.02781e-07
1163 2.07464e-05 7.30376e-07
1165 2.06051e-05 6.80514e-07
1167 2.01392e-05 6.62493e-07
1169 2.03612e-05 7.14485e-07
1171 1.93798e-05 7.03203e-07
1173 1.97675e-05 6.52395e-07
1175 1.97464e-05 6.77516e-07
1177 1.99999e-05 6.67075e-07
1179 2.0396e-05 6.85971e-07
1181 2.0352e-05 6.97704e-07
1183 2.07292e-05 7.36636e-07
1185 2.01296e-05 6.85452e-07
1187 2.05605e-05 7.53267e-07
1189 2.01937e-05 6.59095e-07
1191 2.02407e-05 6.11887e-07
1193 1.89944e-05 6.30776e-07
1195 1.89695e-05 5.72952e-07
1197 1.97885e-05 6.91338e-07
1199 1.95261e-05 6.8377e-07
1201 2.08727e-05 7.58987e-07
1203 2.05623e-05 7.1024e-07
1205 2.00896e-05 6.74918e-07
1207 2.01006e-05 7.02539e-07
1209 2.00232e-05 7.65871e-07
1211 1.98553e-05 7.3996e-07
1213 1.94006e-05 6.73827e-07
1215 1.9723e-05 6.26856e-07
1217 2.06314e-05 6.62434e-07
1219 2.06109e-05 6.71801e-07
1221 1.99016e-05 6.76287e-07
1223 1.95908e-05 6.75497e-07
1225 2.0176e-05 6.63653e-07
1227 1.95124e-05 6.78324e-07
1229 1.87512e-05 6.58959e-07
1231 1.969e-05 7.09598e-07
1233 1.93152e-05 6.31085e-07
1235 1.93808e-05 6.68729e-07
1237 1.94591e-05 6.29384e-07
1239 1.90492e-05 7.01095e-07
1241 1.89501e-05 6.80886e-07
1243 1.93262e-05 6.72239e-07
1245 1.89267e-05 6.46124e-07
1247 1.88389e-05 6.82612e-07
1249 1.75557e-05 6.57603e-07
1251 1.82644e-05 5.8951e-07
1253 1.82518e-05 6.07599e-07
1255 1.80758e-05 6.19624e-07
1257 1.90159e-05 6.52501e-07
1259 1.89252e-05 6.73672e-07
1261 1.85402e-05 6.17723e-07
1263 1.92692e-05 5.9554e-07
1265 1.90688e-05 6.44674e-07
1267 1.84834e-05 6.25213e-07
1269 1.77306e-05 6.27611e-07
1271 1.83505e-05 6.35741e-07
1273 1.79531e-05 6.52988e-07
1275 1.78307e-05 6.09649e-07
1277 1.84815e-05 6.40511e-07
1279 1.82201e-05 6.3156e-07
1281 1.80576e-05 6.228e-07
1283 1.89164e-05 6.73977e-07
1285 1.86408e-05 6.30534e-07
1287 1.87165e-05 6.82769e-07
1289 1.83239e-05 6.62259e-07
1291 1.79572e-05 5.98836e-07
1293 1.75136e-05 6.90019e-07
1295 1.84184e-05 5.84598e-07
1297 1.82209e-05 6.2519e-07
1299 1.73935e-05 6.38239e-07
1301 1.86416e-05 7.00359e-07
1303 1.89617e-05 7.2214e-07
1305 1.84101e-05 6.7797e-07
1307 1.7869e-05 6.23317e-07
1309 1.73598e-05 5.79132e-07
1311 1.75893e-05 5.60636e-07
1313 1.72144e-05 5.46322e-07
1315 1.80457e-05 5.55823e-07
1317 1.74809e-05 6.01461e-07
1319 1.75076e-05 6.93879e-07
1321 1.61114e-05 5.93894e-07
1323 1.69532e-05 6.09691e-07
1325 1.76919e-05 7.13128e-07
1327 1.62423e-05 5.93995e-07
1329 1.69075e-05 6.2199e-07
1331 1.64423e-05 6.20368e-07
1333 1.6045e-05 5.57187e-07
1335 1.63344e-05 6.2333e-07
1337 1.65202e-05 6.61616e-07
1339 1.73289e-05 6.50048e-07
1341 1.70724e-05 5.76888e-07
1343 1.68828e-05 5.9413e-07
1345 1.7214e-05 6.17272e-07
1347 1.66872e-05 5.3593e-07
1349 1.63196e-05 5.77105e-07
1351 1.63644e-05 5.47453e-07
1353 1.63196e-05 5.6033e-07
1355 1.64652e-05 5.79544e-07
1357 1.66215e-05 6.4828e-07
1359 1.71408e-05 6.32487e-07
1361 1.66984e-05 6.0281e-07
1363 1.63792e-05 6.27947e-07
1365 1.65e-05 6.38934e-07
1367 1.63644e-05 6.37047e-07
1369 1.65632e-05 5.93349e-07
1371 1.6707e-05 6.148e-07
1373 1.65737e-05 5.74681e-07
1375 1.54928e-05 6.25086e-07
1377 1.5491e-05 5.31183e-07
1379 1.6741e-05 6.43282e-07
1381 1.57353e-05 6.24879e-07
1383 1.62345e-05 5.74557e-07
1385 1.59352e-05 5.87467e-07
1387 1.58779e-05 5.21734e-07
1389 1.64454e-05 5.31461e-07
1391 1.6786e-05 5.56044e-07
1393 1.63648e-05 6.17633e-07
1395 1.65634e-05 5.42018e-07
1397 1.61981e-05 6.37748e-07
1399 1.61778e-05 6.2572e-07
1401 1.52674e-05 5.25587e-07
1403 1.60854e-05 5.27115e-07
1405 1.57433e-05 5.6284e-07
1407 1.63397e-05 6.19846e-07
1409 1.65516e-05 6.17986e-07
1411 1.52457e-05 6.22168e-07
1413 1.4869e-05 5.86013e-07
1415 1.55816e-05 6.5321e-07
1417 1.48703e-05 5.84485e-07
1419 1.50147e-05 5.54339e-07
1421 1.48122e-05 6.48961e-07
1423 1.49922e-05 5.96251e-07
1425 1.51159e-05 6.02538e-07
1427 1.47729e-05 5.57355e-07
1429 1.49926e-05 5.83987e-07
1431 1.52946e-05 6.00329e-07
1433 1.52801e-05 5.99751e-07
1435 1.46054e-05 5.34085e-07
1437 1.48374e-05 6.45647e-07
1439 1.4794e-05 5.53173e-07
1441 1.49269e-05 5.85433e-07
1443 1.47934e-05 5.85851e-07
1445 1.47499e-05 5.7782e-07
1447 1.54233e-05 6.38316e-07
1449 1.59684e-05 6.97807e-07
1451 1.63674e-05 6.73393e-07
1453 1.59684e-05 6.04804e-07
1455 1.46292e-05 5.79223e-07
1457 1.58466e-05 6.2554e-07
1459 1.58358e-05 6.34569e-07
1461 1.51944e-05 5.43015e-07
1463 1.46518e-05 6.36816e-07
1465 1.63527e-05 6.8746e-07
1467 1.53569e-05 6.66824e-07
1469 1.46969e-05 6.11275e-07
1471 1.50613e-05 6.03445e-07
1473 1.52839e-05 5.90197e-07
1475 1.53954e-05 6.11257e-07
1477 1.53495e-05 5.51119e-07
1479 1.47614e-05 5.19084e-07
1481 1.50499e-05 5.53214e-07
1483 1.43343e-05 6.03643e-07
1485 1.42777e-05 6.29789e-07
1487 1.43219e-05 5.58447e-07
1489 1.41442e-05 6.00759e-07
1491 1.44953e-05 5.85733e-07
1493 1.5049e-05 5.66206e-07
1495 1.4629e-05 5.64204e-07
1497 1.42523e-05 5.8258e-07
1499 1.4042e-05 5.36738e-07
1501 1.49966e-05 5.73901e-07
1503 1.45102e-05 5.65372e-07
1505 1.45998e-05 6.44268e-07
1507 1.4022e-05 6.22137e-07
1509 1.35696e-05 5.0683e-07
1511 1.42885e-05 5.46023e-07
1513 1.39356e-05 6.27331e-07
1515 1.45435e-05 5.8288e-07
1517 1.45421e-05 5.92214e-07
1519 1.41773e-05 6.03534e-07
1521 1.40679e-05 5.63785e-07
1523 1.43749e-05 5.72929e-07
1525 1.3327e-05 5.47574e-07
1527 1.34125e-05 5.83645e-07
1529 1.45628e-05 5.57199e-07
1531 1.36779e-05 5.44439e-07
1533 1.40875e-05 5.88423e-07
1535 1.38812e-05 6.00364e-07
1537 1.3347e-05 5.14805e-07
1539 1.42986e-05 5.25137e-07
1541 1.33045e-05 5.53284e-07
1543 1.37367e-05 5.2114e-07
1545 1.41129e-05 5.57676e-07
1547 1.35145e-05 5.68451e-07
1549 1.36366e-05 5.70074e-07
1551 1.28168e-05 5.60475e-07
1553 1.37157e-05 5.06233e-07
1555 1.36274e-05 4.70272e-07
1557 1.39892e-05 4.22418e-07
1559 1.35696e-05 5.13677e-07
1561 1.3471e-05 5.04545e-07
1563 1.38241e-05 5.3403e-07
1565 1.33466e-05 5.53705e-07
1567 1.35465e-05 5.00433e-07
