#sequence_separation contact_probability stderr
309 0.000161812 1.36758e-05
311 0.000159846 1.26304e-05
313 0.000175577 1.42485e-05
315 0.000150127 1.15641e-05
317 0.000145823 1.13652e-05
319 0.00015073 1.12454e-05
321 0.000156497 1.23212e-05
323 0.000153854 1.23336e-05
325 0.0001383 1.0637e-05
327 0.000133665 1.09374e-05
329 0.000142365 1.17875e-05
331 0.000140144 1.15137e-05
333 0.00012743 1.05986e-05
335 0.000128157 9.9069e-06
337 0.00013044 9.82643e-06
339 0.000138537 1.03489e-05
341 0.000138768 1.02038e-05
343 0.000136398 1.06591e-05
345 0.000153258 1.1848e-05
347 0.000140795 1.13463e-05
349 0.000139737 1.06268e-05
351 0.000153543 1.30364e-05
353 0.000123153 9.93413e-06
355 0.000133026 1.00365e-05
357 0.000116729 1.08978e-05
359 0.000125417 1.06534e-05
361 0.000124509 9.88827e-06
363 0.000121265 1.03744e-05
365 0.000112769 1.02567e-05
367 0.000112556 8.88822e-06
369 0.000110213 8.48306e-06
371 0.000108063 9.60277e-06
373 0.000117827 8.97504e-06
375 0.000116014 1.05661e-05
377 0.000105974 9.12591e-06
379 0.00010702 1.03132e-05
381 9.93797e-05 8.51977e-06
383 0.000116814 1.00513e-05
385 0.000109658 8.47945e-06
387 9.95575e-05 8.3256e-06
389 0.00011414 1.09105e-05
391 0.000113364 1.05616e-05
393 9.8403e-05 9.19287e-06
395 9.00231e-05 8.51767e-06
397 8.91156e-05 8.02077e-06
399 0.000110577 1.06691e-05
401 9.50253e-05 8.72132e-06
403 9.13269e-05 9.27005e-06
405 7.97884e-05 6.90621e-06
407 9.18305e-05 8.03661e-06
409 0.000109635 1.03425e-05
411 9.26284e-05 9.37126e-06
413 0.000101933 1.0171e-05
415 9.7079e-05 9.59843e-06
417 9.87822e-05 8.47386e-06
419 8.67734e-05 7.81608e-06
421 0.000100259 9.81794e-06
423 8.0241e-05 7.67846e-06
425 8.24459e-05 9.36627e-06
427 8.34998e-05 9.83818e-06
429 8.84404e-05 9.90249e-06
431 8.37493e-05 8.11029e-06
433 9.68637e-05 1.00369e-05
435 7.72795e-05 7.63834e-06
437 8.22188e-05 9.21167e-06
439 8.33811e-05 9.00803e-06
441 6.82386e-05 7.1358e-06
443 6.65592e-05 8.07781e-06
445 8.46674e-05 9.18667e-06
447 8.24981e-05 8.37384e-06
449 7.87431e-05 8.39888e-06
451 8.30344e-05 7.62153e-06
453 8.38453e-05 9.4155e-06
455 7.77049e-05 8.12126e-06
457 8.22828e-05 9.58893e-06
459 7.57658e-05 7.90836e-06
461 7.37457e-05 8.02928e-06
463 6.8316e-05 6.81301e-06
465 6.95283e-05 6.93907e-06
467 7.29741e-05 7.92526e-06
469 8.29792e-05 9.01351e-06
471 9.07174e-05 1.07329e-05
473 6.96137e-05 8.37521e-06
475 7.62308e-05 7.49574e-06
477 7.94648e-05 9.2101e-06
479 6.92121e-05 8.2626e-06
481 7.59529e-05 8.5957e-06
483 7.44679e-05 8.48478e-06
485 6.4802e-05 6.64881e-06
487 8.3904e-05 8.7668e-06
489 7.40188e-05 8.33255e-06
491 7.51782e-05 7.60283e-06
493 8.40026e-05 8.48931e-06
495 8.67337e-05 8.08471e-06
497 7.89679e-05 8.15677e-06
499 7.03167e-05 9.11645e-06
501 7.89412e-05 1.06776e-05
503 6.99537e-05 8.70301e-06
505 6.93399e-05 7.33958e-06
507 7.37999e-05 8.14334e-06
509 7.58101e-05 7.21616e-06
511 7.00548e-05 6.82315e-06
513 7.63243e-05 7.7624e-06
515 7.05444e-05 8.68656e-06
517 7.57503e-05 6.74063e-06
519 6.45151e-05 6.70056e-06
521 7.09362e-05 7.54396e-06
523 7.3732e-05 7.65675e-06
525 8.0417e-05 7.77896e-06
527 7.58545e-05 8.27879e-06
529 6.42432e-05 7.18854e-06
531 6.27819e-05 6.89672e-06
533 5.6338e-05 6.29371e-06
535 5.70689e-05 6.80745e-06
537 5.51007e-05 6.6145e-06
539 5.84593e-05 5.83106e-06
541 6.91203e-05 6.83624e-06
543 7.6276e-05 7.24828e-06
545 7.24517e-05 8.23503e-06
547 6.76411e-05 8.2419e-06
549 8.19655e-05 8.87046e-06
551 6.49241e-05 6.62911e-06
553 7.08254e-05 7.25922e-06
555 6.5439e-05 7.29558e-06
557 5.85062e-05 6.07457e-06
559 6.06526e-05 7.26375e-06
561 7.0669e-05 7.46572e-06
563 6.34067e-05 7.73165e-06
565 7.35169e-05 7.89002e-06
567 7.50439e-05 7.61517e-06
569 7.76896e-05 8.27583e-06
571 7.14844e-05 8.01299e-06
573 6.64308e-05 7.65306e-06
575 7.00265e-05 8.30002e-06
577 5.99038e-05 7.44088e-06
579 5.90106e-05 6.72261e-06
581 5.0956e-05 6.09306e-06
583 5.11463e-05 6.48907e-06
585 5.67616e-05 6.54683e-06
587 5.75349e-05 6.59613e-06
589 5.7799e-05 8.02919e-06
591 6.06815e-05 7.85214e-06
593 6.10616e-05 6.7815e-06
595 6.59767e-05 7.03368e-06
597 6.67527e-05 6.97382e-06
599 6.41421e-05 7.23376e-06
601 6.24292e-05 6.59179e-06
603 6.47445e-05 7.93256e-06
605 6.41539e-05 7.43337e-06
607 6.12317e-05 7.52908e-06
609 6.19062e-05 6.06778e-06
611 6.15305e-05 8.37138e-06
613 5.31035e-05 7.01062e-06
615 4.45621e-05 5.88844e-06
617 5.95794e-05 6.24706e-06
619 5.9838e-05 7.9739e-06
621 6.09332e-05 7.68747e-06
623 5.73105e-05 7.11176e-06
625 6.78605e-05 8.61225e-06
627 4.94693e-05 6.50871e-06
629 6.53582e-05 9.51087e-06
631 5.95199e-05 9.02529e-06
633 5.52841e-05 7.4732e-06
635 6.08607e-05 7.31112e-06
637 5.8026e-05 8.04274e-06
639 5.14948e-05 6.61256e-06
641 6.3996e-05 7.05965e-06
643 5.69062e-05 6.3539e-06
645 4.60201e-05 6.78018e-06
647 4.51603e-05 6.48408e-06
649 4.4159e-05 6.30635e-06
651 4.55106e-05 6.53356e-06
653 5.50615e-05 7.241e-06
655 4.81049e-05 6.32389e-06
657 5.04686e-05 6.63906e-06
659 5.4337e-05 7.50814e-06
661 5.12606e-05 6.74587e-06
663 5.81991e-05 7.12694e-06
665 5.56887e-05 7.03821e-06
667 5.99735e-05 7.7141e-06
669 5.89968e-05 7.90827e-06
671 5.29725e-05 7.35289e-06
673 4.46579e-05 6.25394e-06
675 5.11178e-05 7.42117e-06
677 5.01755e-05 7.13561e-06
679 5.25941e-05 6.69233e-06
681 5.77838e-05 8.76744e-06
683 5.99735e-05 7.64829e-06
685 5.33642e-05 7.4617e-06
687 4.5678e-05 6.33522e-06
689 5.51242e-05 7.01846e-06
691 4.55228e-05 5.93325e-06
693 3.89545e-05 5.9223e-06
695 4.30018e-05 5.91424e-06
697 4.23141e-05 6.06495e-06
699 4.59884e-05 6.5835e-06
701 4.99041e-05 6.18006e-06
703 5.4398e-05 7.92848e-06
705 5.06925e-05 6.15538e-06
707 4.22451e-05 5.56178e-06
709 5.87861e-05 8.31698e-06
711 4.90955e-05 6.20118e-06
713 4.73085e-05 7.38568e-06
715 4.95469e-05 6.97271e-06
717 5.22308e-05 6.7694e-06
719 4.45521e-05 7.09246e-06
721 4.21055e-05 6.23796e-06
723 4.20373e-05 5.97069e-06
725 4.36726e-05 5.77584e-06
727 4.45475e-05 6.36452e-06
729 3.73133e-05 6.03377e-06
731 3.84405e-05 5.43062e-06
733 4.4842e-05 6.48183e-06
735 4.00905e-05 6.00145e-06
737 4.79924e-05 7.13536e-06
739 4.19878e-05 6.28248e-06
741 3.71321e-05 6.09574e-06
743 3.86781e-05 5.67267e-06
745 4.28469e-05 6.44119e-06
747 4.37928e-05 7.29147e-06
749 3.87278e-05 6.49053e-06
751 3.80713e-05 6.01524e-06
753 4.62876e-05 8.44557e-06
755 3.62717e-05 6.18564e-06
757 3.9566e-05 7.0459e-06
759 4.67742e-05 6.82633e-06
761 4.83482e-05 6.45357e-06
763 3.9547e-05 5.50293e-06
765 3.54407e-05 4.93613e-06
767 3.63606e-05 5.63884e-06
769 3.27513e-05 5.1301e-06
771 2.97179e-05 4.91992e-06
773 3.00158e-05 5.53095e-06
775 4.48365e-05 7.75711e-06
777 3.42386e-05 6.00195e-06
779 3.64055e-05 5.62284e-06
781 3.52416e-05 4.84751e-06
783 3.62911e-05 6.26064e-06
785 3.49009e-05 5.27854e-06
787 3.72505e-05 5.70123e-06
789 4.38522e-05 6.99108e-06
791 4.28645e-05 6.38307e-06
793 3.99417e-05 5.98571e-06
795 4.08155e-05 5.97796e-06
797 3.98111e-05 5.40429e-06
799 3.71043e-05 5.56578e-06
801 4.10931e-05 5.77673e-06
803 3.78665e-05 5.52243e-06
805 3.63026e-05 5.12292e-06
807 3.84765e-05 5.51061e-06
809 3.31988e-05 4.61145e-06
811 3.71713e-05 5.54596e-06
813 3.43773e-05 5.05104e-06
815 3.79937e-05 6.00618e-06
817 4.69487e-05 6.72909e-06
819 3.75996e-05 5.89655e-06
821 3.83822e-05 5.52553e-06
823 3.72292e-05 5.53839e-06
825 3.90258e-05 5.65099e-06
827 3.44564e-05 5.60375e-06
829 3.82474e-05 5.72817e-06
831 3.63567e-05 6.93655e-06
833 3.59471e-05 6.1129e-06
835 3.54408e-05 6.08663e-06
837 3.20592e-05 5.55396e-06
839 2.97854e-05 5.01145e-06
841 2.80978e-05 5.41537e-06
843 2.78925e-05 5.06165e-06
845 2.59941e-05 5.77811e-06
847 2.47937e-05 4.55838e-06
849 3.59627e-05 5.97704e-06
851 2.83651e-05 5.26227e-06
853 3.40228e-05 5.74082e-06
855 3.36262e-05 5.42796e-06
857 3.2608e-05 5.42182e-06
859 3.94504e-05 6.48246e-06
861 3.03301e-05 4.68765e-06
863 3.27948e-05 6.38403e-06
865 3.06277e-05 5.4652e-06
867 3.49108e-05 5.80146e-06
869 3.37915e-05 5.64693e-06
871 3.96632e-05 6.73039e-06
873 2.3506e-05 4.51405e-06
875 3.01765e-05 4.72489e-06
877 3.14968e-05 4.47901e-06
879 2.96334e-05 4.40116e-06
881 2.51438e-05 4.91968e-06
883 3.54197e-05 4.74375e-06
885 3.05166e-05 4.47471e-06
887 2.75475e-05 4.4688e-06
889 3.15825e-05 5.12724e-06
891 2.1939e-05 3.62703e-06
893 3.37231e-05 6.79623e-06
895 2.47628e-05 4.3008e-06
897 3.9348e-05 6.11067e-06
899 2.90102e-05 4.68371e-06
901 3.74438e-05 5.63544e-06
903 3.37038e-05 5.59007e-06
905 3.15231e-05 4.40553e-06
907 2.62299e-05 3.61601e-06
909 3.51236e-05 5.75625e-06
911 3.60492e-05 5.78698e-06
913 2.53762e-05 4.29688e-06
915 2.64919e-05 4.23828e-06
917 2.95187e-05 5.57993e-06
919 3.45332e-05 5.57107e-06
921 2.38713e-05 3.96809e-06
923 3.29854e-05 5.56635e-06
925 2.97865e-05 4.88084e-06
927 2.91174e-05 4.86553e-06
929 2.39197e-05 3.83966e-06
931 2.81321e-05 3.99737e-06
933 2.64729e-05 3.76261e-06
935 2.84858e-05 4.98088e-06
937 3.69626e-05 5.09488e-06
939 3.09446e-05 4.56297e-06
941 2.8033e-05 5.34767e-06
943 3.34157e-05 6.07275e-06
945 2.84005e-05 3.95745e-06
947 3.0874e-05 5.02834e-06
949 2.83328e-05 4.17078e-06
951 3.78485e-05 6.56863e-06
953 2.90871e-05 5.36467e-06
955 2.9495e-05 5.35423e-06
957 2.54819e-05 4.53311e-06
959 2.33503e-05 3.83677e-06
961 2.84198e-05 4.64389e-06
963 3.11932e-05 5.82627e-06
965 2.87158e-05 5.31715e-06
967 3.1857e-05 4.44758e-06
969 2.27589e-05 4.04754e-06
971 3.4657e-05 6.07328e-06
973 2.38556e-05 4.99856e-06
975 2.6915e-05 4.1728e-06
977 2.62091e-05 5.92973e-06
979 1.96962e-05 3.77187e-06
981 2.91942e-05 4.89135e-06
983 2.40634e-05 5.38316e-06
985 2.06613e-05 3.82557e-06
987 3.07825e-05 5.29447e-06
989 2.66702e-05 4.81679e-06
991 3.08609e-05 5.46141e-06
993 2.70242e-05 4.83623e-06
995 2.77095e-05 4.99757e-06
997 2.47412e-05 4.29457e-06
999 2.6866e-05 4.41873e-06
1001 2.4745e-05 5.62403e-06
1003 2.50897e-05 4.34704e-06
1005 3.34659e-05 6.65954e-06
1007 2.83303e-05 5.67682e-06
1009 1.97289e-05 3.76652e-06
1011 1.46444e-05 2.77446e-06
1013 2.42735e-05 4.07378e-06
1015 2.31425e-05 4.41318e-06
1017 2.71002e-05 4.93172e-06
1019 2.89537e-05 5.55805e-06
1021 2.76332e-05 4.61794e-06
1023 2.56987e-05 4.59538e-06
1025 3.43146e-05 5.7709e-06
1027 2.80057e-05 5.49473e-06
1029 3.5087e-05 7.86032e-06
1031 2.90705e-05 5.49864e-06
1033 2.70353e-05 5.33406e-06
1035 2.72401e-05 4.77319e-06
1037 2.95358e-05 5.25704e-06
1039 2.4076e-05 4.64317e-06
1041 2.77798e-05 4.85636e-06
1043 1.90061e-05 4.56519e-06
1045 2.36894e-05 4.8541e-06
1047 2.84513e-05 5.20802e-06
1049 2.70298e-05 4.74982e-06
1051 3.75267e-05 7.2042e-06
1053 3.3843e-05 5.95994e-06
1055 2.83803e-05 6.25165e-06
1057 2.32583e-05 4.59091e-06
1059 2.63382e-05 4.81002e-06
1061 3.04295e-05 5.5939e-06
1063 2.69842e-05 5.48713e-06
1065 2.75131e-05 4.9865e-06
1067 2.60372e-05 4.89742e-06
1069 2.60613e-05 5.13705e-06
1071 2.42238e-05 4.47721e-06
1073 2.36605e-05 4.25519e-06
1075 1.96092e-05 3.80241e-06
1077 2.4182e-05 4.36583e-06
1079 2.86853e-05 4.78531e-06
1081 2.97303e-05 5.41362e-06
1083 2.37056e-05 4.16993e-06
1085 2.89092e-05 5.7651e-06
1087 2.56567e-05 5.70903e-06
1089 1.93605e-05 4.79046e-06
1091 2.29237e-05 5.09201e-06
1093 1.94923e-05 3.94801e-06
1095 2.16172e-05 4.56048e-06
1097 1.41628e-05 3.30738e-06
1099 1.69182e-05 4.28066e-06
1101 1.37842e-05 3.89596e-06
1103 1.66415e-05 4.10291e-06
1105 1.8984e-05 3.87882e-06
1107 1.98152e-05 4.96754e-06
1109 2.28875e-05 4.39835e-06
1111 2.27711e-05 4.28195e-06
1113 1.42841e-05 3.19423e-06
1115 1.96772e-05 4.25417e-06
1117 1.62406e-05 3.622e-06
1119 2.06013e-05 4.38375e-06
1121 1.88535e-05 4.46697e-06
1123 1.54734e-05 4.1399e-06
1125 1.88987e-05 4.35244e-06
1127 2.48105e-05 6.91002e-06
1129 1.64353e-05 3.97143e-06
1131 2.26272e-05 4.84056e-06
1133 2.2286e-05 4.43464e-06
1135 1.65339e-05 3.55899e-06
1137 2.14424e-05 5.18447e-06
1139 2.17863e-05 4.87713e-06
1141 1.97861e-05 4.29483e-06
1143 2.0847e-05 3.72408e-06
1145 2.3969e-05 4.83953e-06
1147 3.46394e-05 7.72278e-06
1149 2.79905e-05 5.3342e-06
1151 2.83072e-05 4.69009e-06
1153 2.55276e-05 4.82995e-06
1155 2.1677e-05 3.80372e-06
1157 2.15085e-05 5.17043e-06
1159 2.30256e-05 4.81137e-06
1161 2.29829e-05 5.62526e-06
1163 2.2072e-05 4.63116e-06
1165 2.0173e-05 3.83908e-06
1167 2.19613e-05 4.0775e-06
1169 2.35388e-05 6.0402e-06
1171 1.98531e-05 4.89779e-06
1173 2.22876e-05 5.0971e-06
1175 2.57395e-05 5.13864e-06
1177 2.68606e-05 5.63942e-06
1179 2.70204e-05 4.68995e-06
1181 2.24155e-05 4.36592e-06
1183 2.30666e-05 4.65954e-06
1185 1.93287e-05 3.89626e-06
1187 2.60254e-05 5.09692e-06
1189 1.98811e-05 4.32986e-06
1191 2.59158e-05 5.16089e-06
1193 1.84456e-05 4.40526e-06
1195 2.01994e-05 4.25526e-06
1197 1.52233e-05 3.32486e-06
1199 1.74527e-05 3.64167e-06
1201 1.87549e-05 3.27649e-06
1203 2.09399e-05 5.37335e-06
1205 2.31289e-05 4.52846e-06
1207 2.15393e-05 4.12721e-06
1209 1.5144e-05 2.88089e-06
1211 2.51479e-05 5.08318e-06
1213 2.39418e-05 5.28879e-06
1215 1.77608e-05 4.03602e-06
1217 1.90501e-05 4.02039e-06
1219 1.67299e-05 3.59575e-06
1221 1.49704e-05 3.08408e-06
1223 1.86421e-05 3.97832e-06
1225 2.43545e-05 4.57747e-06
1227 2.13526e-05 4.23184e-06
1229 1.38604e-05 3.36237e-06
1231 1.55572e-05 3.97335e-06
1233 2.03861e-05 4.48909e-06
1235 1.47183e-05 3.29554e-06
1237 1.77617e-05 3.95074e-06
1239 1.35538e-05 3.49167e-06
1241 1.92982e-05 4.65367e-06
1243 1.80185e-05 4.75674e-06
1245 2.09475e-05 4.33096e-06
1247 1.5047e-05 3.39966e-06
1249 1.58001e-05 3.56001e-06
1251 8.57227e-06 2.39119e-06
1253 1.0625e-05 3.0367e-06
1255 1.68693e-05 3.37823e-06
1257 1.76685e-05 3.92927e-06
1259 9.03271e-06 2.39306e-06
1261 1.21822e-05 3.17307e-06
1263 1.20411e-05 3.20061e-06
1265 1.37073e-05 4.07294e-06
1267 1.59964e-05 4.02485e-06
1269 1.65146e-05 3.58508e-06
1271 1.7775e-05 3.41717e-06
1273 1.5211e-05 3.51505e-06
1275 1.66458e-05 3.76462e-06
1277 1.92586e-05 4.40913e-06
1279 1.49764e-05 3.08919e-06
1281 1.78536e-05 3.51601e-06
1283 1.33111e-05 3.66976e-06
1285 1.6038e-05 3.61419e-06
1287 1.10198e-05 3.06115e-06
1289 1.15339e-05 3.00781e-06
1291 1.33355e-05 3.69641e-06
1293 1.31219e-05 2.98697e-06
1295 1.45429e-05 2.88412e-06
1297 1.50435e-05 3.69333e-06
1299 1.28628e-05 3.23723e-06
1301 1.30857e-05 3.12076e-06
1303 2.12279e-05 3.81595e-06
1305 1.56744e-05 3.57878e-06
1307 1.73354e-05 3.55558e-06
1309 1.58522e-05 3.42403e-06
1311 1.98091e-05 4.87831e-06
1313 1.90365e-05 3.98094e-06
1315 2.54311e-05 5.40129e-06
1317 2.40365e-05 5.38385e-06
1319 2.33524e-05 5.35882e-06
1321 2.05445e-05 4.64902e-06
1323 1.70019e-05 4.06007e-06
1325 2.16459e-05 4.29632e-06
1327 1.85463e-05 4.13418e-06
1329 1.68478e-05 3.45134e-06
1331 1.52852e-05 3.16644e-06
1333 1.67121e-05 4.06261e-06
1335 1.83886e-05 4.19809e-06
1337 1.48475e-05 3.10321e-06
1339 1.70687e-05 3.89013e-06
1341 1.80843e-05 4.32801e-06
1343 2.15509e-05 4.9111e-06
1345 1.72397e-05 3.37348e-06
1347 1.66725e-05 4.02467e-06
1349 1.52371e-05 3.35371e-06
1351 1.64302e-05 4.12518e-06
1353 2.1411e-05 4.44371e-06
1355 1.60846e-05 3.95833e-06
1357 1.94615e-05 4.23646e-06
1359 1.79633e-05 3.81897e-06
1361 1.62112e-05 3.73451e-06
1363 1.51935e-05 3.27855e-06
1365 1.75347e-05 3.46723e-06
1367 1.44517e-05 3.21641e-06
1369 1.61996e-05 3.51591e-06
1371 2.15427e-05 4.74699e-06
1373 1.74534e-05 4.4152e-06
1375 1.42129e-05 3.53234e-06
1377 2.00848e-05 3.97344e-06
1379 1.85232e-05 4.80126e-06
1381 1.42517e-05 3.78074e-06
1383 1.77797e-05 3.97452e-06
1385 1.8023e-05 3.92315e-06
1387 1.9749e-05 4.75413e-06
1389 2.45677e-05 6.15511e-06
1391 2.23335e-05 4.37448e-06
1393 1.6203e-05 4.01927e-06
1395 1.85178e-05 5.21364e-06
1397 1.71204e-05 4.35944e-06
1399 1.6999e-05 4.81588e-06
1401 1.75254e-05 4.50479e-06
1403 1.4979e-05 3.46042e-06
1405 1.38233e-05 3.85083e-06
1407 1.1426e-05 3.10789e-06
1409 1.54275e-05 4.12311e-06
1411 1.84014e-05 3.9582e-06
1413 1.81786e-05 4.32172e-06
1415 2.0482e-05 4.03002e-06
1417 2.16843e-05 4.53364e-06
1419 1.77042e-05 4.43378e-06
1421 1.33612e-05 3.63546e-06
1423 1.56778e-05 3.20855e-06
1425 1.74182e-05 3.8886e-06
1427 1.89491e-05 5.03302e-06
1429 1.9785e-05 4.74567e-06
1431 1.52275e-05 3.80194e-06
1433 1.83163e-05 4.44452e-06
1435 1.67313e-05 3.61764e-06
1437 1.71699e-05 3.83107e-06
1439 1.35873e-05 3.86189e-06
1441 2.14634e-05 4.97898e-06
1443 1.33716e-05 3.12888e-06
1445 1.20124e-05 3.14072e-06
1447 1.49978e-05 4.86655e-06
1449 1.58686e-05 4.07615e-06
1451 1.93083e-05 4.63948e-06
1453 1.54868e-05 3.62836e-06
1455 1.69846e-05 4.47359e-06
1457 1.91217e-05 4.13801e-06
1459 1.45978e-05 3.05802e-06
1461 2.4124e-05 4.98288e-06
1463 1.56654e-05 3.58802e-06
1465 2.25324e-05 4.89479e-06
1467 1.69519e-05 4.06617e-06
1469 1.80468e-05 4.18023e-06
1471 1.5258e-05 3.85153e-06
1473 1.04969e-05 3.37751e-06
1475 1.81604e-05 4.9208e-06
1477 1.5115e-05 3.45129e-06
1479 1.90489e-05 4.47613e-06
1481 1.97287e-05 4.75163e-06
1483 1.82039e-05 4.30969e-06
1485 1.59913e-05 3.95947e-06
1487 1.95285e-05 4.06829e-06
1489 1.9164e-05 4.20919e-06
1491 2.0565e-05 4.92771e-06
1493 1.795e-05 3.46826e-06
1495 1.37337e-05 3.47177e-06
1497 1.98434e-05 5.07504e-06
1499 1.98011e-05 4.63797e-06
1501 1.85165e-05 3.66509e-06
1503 1.574e-05 3.90017e-06
1505 1.9142e-05 4.47441e-06
1507 1.87583e-05 4.46891e-06
1509 1.24773e-05 2.92841e-06
1511 1.80893e-05 4.7688e-06
1513 7.19169e-06 2.40562e-06
1515 1.37348e-05 3.35149e-06
1517 1.27215e-05 3.5964e-06
1519 1.14329e-05 2.77918e-06
1521 1.08868e-05 3.66604e-06
1523 1.43894e-05 4.15672e-06
1525 1.06615e-05 4.03169e-06
1527 1.06314e-05 2.7121e-06
1529 1.45172e-05 3.14117e-06
1531 1.77233e-05 4.14109e-06
1533 1.59281e-05 3.14385e-06
1535 1.86834e-05 3.99887e-06
1537 1.60431e-05 3.32343e-06
1539 1.8144e-05 3.39458e-06
1541 1.06241e-05 3.37845e-06
1543 1.12904e-05 2.63195e-06
1545 1.3258e-05 3.28504e-06
1547 1.00571e-05 2.35924e-06
1549 1.22571e-05 3.07155e-06
1551 1.97666e-05 3.71786e-06
1553 1.41353e-05 2.99604e-06
1555 1.25327e-05 3.28212e-06
1557 1.07523e-05 2.27665e-06
1559 9.76587e-06 2.38422e-06
1561 1.00472e-05 2.37417e-06
1563 1.39687e-05 3.55039e-06
1565 1.09735e-05 3.38292e-06
