1 10_10
1 10_106
1 10_12
1 10_128#4_1
1 10_132#5_1#4_1
1 10_134
1 10_137#3_1
1 10_137#4_1
1 10_139#4_1
1 10_142#4_1
1 10_148
1 10_150
1 10_151#4_1
1 10_17#3_1
1 10_20
1 10_22
1 10_23
1 10_24
1 10_34#3_1
1 10_36
1 10_39#4_1
1 10_4
1 10_40
1 10_40#6_1
1 10_42
1 10_5
1 10_5#4_1
1 10_55#4_1
1 10_57#5_2#4_1
1 10_70
1 10_75
1 10_76#6_2
1 10_77#DT16n65439#5_2
1 10_82#4_1#3_1
1 3_1#10_1
1 3_1#10_1#4_1
1 3_1#10_12
1 3_1#10_127
1 3_1#10_128#3_1#3_1
1 3_1#10_128#4_1
1 3_1#10_130
1 3_1#10_132
1 3_1#10_132#5_2
1 3_1#10_133
1 3_1#10_133#3_1#3_1
1 3_1#10_133#DT14n6065#4_1
1 3_1#10_134#3_1
1 3_1#10_139#6_2#3_1
1 3_1#10_141#3_1#6_2
1 3_1#10_145#3_1
1 3_1#10_147
1 3_1#10_147#4_1
1 3_1#10_147#5_1#3_1
1 3_1#10_15
1 3_1#10_15#4_1
1 3_1#10_150
1 3_1#10_151
1 3_1#10_153
1 3_1#10_153#4_1#3_1
1 3_1#10_155#7_3
1 3_1#10_16#6_3#6_2#3_1
1 3_1#10_161
1 3_1#10_17
1 3_1#10_21#4_1
1 3_1#10_27#7_2
1 3_1#10_28#3_1
1 3_1#10_3#6_1
1 3_1#10_32
1 3_1#10_34#4_1
1 3_1#10_35
1 3_1#10_35#DT12n482
1 3_1#10_40#5_1
1 3_1#10_41
1 3_1#10_45#4_1
1 3_1#10_46
1 3_1#10_47
1 3_1#10_5
1 3_1#10_53#5_2
1 3_1#10_54#10_52
1 3_1#10_62
1 3_1#10_66
1 3_1#10_67#5_2
1 3_1#10_70
1 3_1#10_71#3_1
1 3_1#10_77#10_125
1 3_1#10_8
1 3_1#10_8#4_1
1 3_1#10_83
1 3_1#10_9
1 3_1#10_90
1 3_1#3_1#10_10#3_1
1 3_1#3_1#10_101#4_1#3_1
1 3_1#3_1#10_106
1 3_1#3_1#10_12#5_2
1 3_1#3_1#10_124
1 3_1#3_1#10_125
1 3_1#3_1#10_128#10_130
1 3_1#3_1#10_130#4_1
1 3_1#3_1#10_132#6_2
1 3_1#3_1#10_133#4_1
1 3_1#3_1#10_134#4_1#4_1
1 3_1#3_1#10_135
1 3_1#3_1#10_139#4_1
1 3_1#3_1#10_145#10_154
1 3_1#3_1#10_145#5_2
1 3_1#3_1#10_145#DT???_>=17Crossings
1 3_1#3_1#10_148
1 3_1#3_1#10_148#3_1
1 3_1#3_1#10_15#3_1
1 3_1#3_1#10_150#3_1
1 3_1#3_1#10_152
1 3_1#3_1#10_162#5_2
1 3_1#3_1#10_19
1 3_1#3_1#10_20#4_1
1 3_1#3_1#10_24#5_1
1 3_1#3_1#10_27
1 3_1#3_1#10_28
1 3_1#3_1#10_3#4_1
1 3_1#3_1#10_32#3_1
1 3_1#3_1#10_37
1 3_1#3_1#10_40
1 3_1#3_1#10_42
1 3_1#3_1#10_46
1 3_1#3_1#10_5#5_2
1 3_1#3_1#10_50
1 3_1#3_1#10_54#3_1
1 3_1#3_1#10_54#6_2
1 3_1#3_1#10_55#5_2
1 3_1#3_1#10_57
1 3_1#3_1#10_6
1 3_1#3_1#10_62
1 3_1#3_1#10_67#6_1
1 3_1#3_1#10_68#6_2
1 3_1#3_1#10_70#3_1
1 3_1#3_1#10_72
1 3_1#3_1#10_73
1 3_1#3_1#10_75#4_1
1 3_1#3_1#10_78
1 3_1#3_1#10_82#4_1
1 3_1#3_1#10_85
1 3_1#3_1#3_1#10_128#4_1
1 3_1#3_1#3_1#10_129
1 3_1#3_1#3_1#10_130
1 3_1#3_1#3_1#10_131#3_1
1 3_1#3_1#3_1#10_131#9_27#7_2#3_1
1 3_1#3_1#3_1#10_132
1 3_1#3_1#3_1#10_133
1 3_1#3_1#3_1#10_133#4_1
1 3_1#3_1#3_1#10_135
1 3_1#3_1#3_1#10_136#3_1
1 3_1#3_1#3_1#10_141
1 3_1#3_1#3_1#10_150#4_1
1 3_1#3_1#3_1#10_151
1 3_1#3_1#3_1#10_156#6_2#4_1
1 3_1#3_1#3_1#10_21#4_1
1 3_1#3_1#3_1#10_50#8_13
1 3_1#3_1#3_1#10_50#DT14n3155
1 3_1#3_1#3_1#10_54
1 3_1#3_1#3_1#10_55
1 3_1#3_1#3_1#10_62
1 3_1#3_1#3_1#10_67
1 3_1#3_1#3_1#10_72#4_1
1 3_1#3_1#3_1#10_77#4_1
1 3_1#3_1#3_1#10_80#4_1#3_1
1 3_1#3_1#3_1#3_1#10_125
1 3_1#3_1#3_1#3_1#10_150
1 3_1#3_1#3_1#3_1#10_161
1 3_1#3_1#3_1#3_1#10_77
