4 0.00570063 2.33753e-06
6 0.00202295 1.4531e-06
8 0.000977889 9.73829e-07
10 0.000541647 7.35753e-07
12 0.000336604 5.91254e-07
14 0.000223361 4.63837e-07
16 0.000158094 3.85237e-07
18 0.000116024 3.38812e-07
20 8.9007e-05 2.98695e-07
22 6.9721e-05 2.61077e-07
24 5.5766e-05 2.3643e-07
26 4.5148e-05 2.14844e-07
28 3.7623e-05 1.98633e-07
30 3.1692e-05 1.75918e-07
32 2.7134e-05 1.60804e-07
34 2.3311e-05 1.55397e-07
36 1.9851e-05 1.39186e-07
38 1.7321e-05 1.28755e-07
40 1.5326e-05 1.22865e-07
42 1.3349e-05 1.16255e-07
44 1.1879e-05 1.08767e-07
46 1.0629e-05 1.0541e-07
48 9.654e-06 1.00659e-07
50 8.542e-06 9.23593e-08
52 8.011e-06 9.15144e-08
54 7.061e-06 8.6112e-08
56 6.443e-06 7.8414e-08
58 5.921e-06 7.86051e-08
60 5.509e-06 7.596e-08
62 4.978e-06 6.83777e-08
64 4.732e-06 6.92689e-08
66 4.283e-06 6.34895e-08
68 3.98e-06 6.43397e-08
70 3.676e-06 6.10002e-08
72 3.384e-06 5.85708e-08
74 3.098e-06 5.35947e-08
76 3.086e-06 5.27883e-08
78 2.81e-06 5.26488e-08
80 2.727e-06 5.29006e-08
82 2.528e-06 5.0132e-08
84 2.428e-06 4.68702e-08
86 2.269e-06 4.73565e-08
88 2.007e-06 4.60538e-08
90 1.946e-06 4.3001e-08
92 1.888e-06 4.46705e-08
94 1.722e-06 4.23877e-08
96 1.705e-06 4.13035e-08
98 1.601e-06 4.02467e-08
100 1.53e-06 3.83288e-08
102 1.455e-06 3.85743e-08
104 1.427e-06 3.85314e-08
106 1.353e-06 3.71267e-08
108 1.239e-06 3.53819e-08
110 1.19e-06 3.53822e-08
112 1.127e-06 3.45669e-08
114 9.99e-07 3.13847e-08
116 1.033e-06 3.29835e-08
118 1.041e-06 3.25779e-08
120 9.35e-07 3.07046e-08
122 9.1e-07 3.01314e-08
124 8.86e-07 3.11288e-08
126 8.99e-07 2.93053e-08
128 8.11e-07 2.8658e-08
130 7.37e-07 2.68669e-08
132 7.72e-07 2.75684e-08
134 7.12e-07 2.67031e-08
136 7.04e-07 2.72834e-08
138 6.4e-07 2.51873e-08
140 6.08e-07 2.46645e-08
142 6.54e-07 2.54614e-08
