1 10_12
1 10_124
1 10_127#6_3
1 10_129
1 10_130
1 10_136#8_11
1 10_140
1 10_142
1 10_144
1 10_151
1 10_153
1 10_155
1 10_39
1 10_41#6_2
1 10_43
1 10_46
1 10_51
1 10_72
1 10_74
1 10_9
1 3_1#10_107
1 3_1#10_124#3_1
1 3_1#10_126
1 3_1#10_128
1 3_1#10_132#5_2
1 3_1#10_136#4_1
1 3_1#10_137
1 3_1#10_137#3_1
1 3_1#10_138
1 3_1#10_139#3_1
1 3_1#10_142
1 3_1#10_143
1 3_1#10_145
1 3_1#10_147
1 3_1#10_147#4_1
1 3_1#10_149#3_1
1 3_1#10_155
1 3_1#10_162
1 3_1#10_21#3_1
1 3_1#10_23
1 3_1#10_25
1 3_1#10_28
1 3_1#10_31#4_1
1 3_1#10_32
1 3_1#10_32#5_2
1 3_1#10_36
1 3_1#10_36#5_1#5_1
1 3_1#10_45#4_1#3_1
1 3_1#10_55
1 3_1#10_59
1 3_1#10_6
1 3_1#10_71
1 3_1#3_1#10_1
1 3_1#3_1#10_124#3_1
1 3_1#3_1#10_125
1 3_1#3_1#10_129
1 3_1#3_1#10_137
1 3_1#3_1#10_142
1 3_1#3_1#10_146
1 3_1#3_1#10_151
1 3_1#3_1#10_25
1 3_1#3_1#10_80#4_1
1 3_1#3_1#3_1#10_150
1 3_1#3_1#3_1#10_5
1 3_1#3_1#3_1#10_6#4_1
1 3_1#3_1#3_1#3_1#3_1#3_1#DT13n1600
1 3_1#3_1#3_1#3_1#3_1#5_1
1 3_1#3_1#3_1#3_1#3_1#5_2
1 3_1#3_1#3_1#3_1#6_1
1 3_1#3_1#3_1#3_1#6_1#5_2
1 3_1#3_1#3_1#3_1#6_2
1 3_1#3_1#3_1#3_1#8_21
1 3_1#3_1#3_1#3_1#9_15
1 3_1#3_1#3_1#3_1#DT???_>=17Crossings
1 3_1#3_1#3_1#3_1#DT11n16
1 3_1#3_1#3_1#4_1#10_70
1 3_1#3_1#3_1#4_1#3_1
1 3_1#3_1#3_1#4_1#4_1
1 3_1#3_1#3_1#4_1#DT13n2935
1 3_1#3_1#3_1#5_1#3_1
1 3_1#3_1#3_1#5_1#7_5
1 3_1#3_1#3_1#5_2#10_70
1 3_1#3_1#3_1#6_1#3_1
1 3_1#3_1#3_1#6_1#4_1
1 3_1#3_1#3_1#7_2#5_1
1 3_1#3_1#3_1#7_4
1 3_1#3_1#3_1#7_5
1 3_1#3_1#3_1#8_15
1 3_1#3_1#3_1#8_20
1 3_1#3_1#3_1#8_21
1 3_1#3_1#3_1#8_8
1 3_1#3_1#3_1#9_12
1 3_1#3_1#3_1#9_12#4_1
1 3_1#3_1#3_1#9_31
1 3_1#3_1#3_1#9_37
1 3_1#3_1#3_1#DT???_>=17Crossings
1 3_1#3_1#3_1#DT11n5
1 3_1#3_1#3_1#DT15n78016
1 3_1#3_1#3_1#DT16n140204
1 3_1#3_1#4_1#3_1#3_1
1 3_1#3_1#4_1#5_1
1 3_1#3_1#4_1#5_2#5_2
1 3_1#3_1#4_1#5_2#6_1
1 3_1#3_1#4_1#6_1
1 3_1#3_1#4_1#7_6#3_1
1 3_1#3_1#4_1#9_11
1 3_1#3_1#4_1#9_45
1 3_1#3_1#5_1#4_1#3_1
1 3_1#3_1#5_1#4_1#4_1
1 3_1#3_1#5_1#5_1
1 3_1#3_1#5_1#5_2#4_1
1 3_1#3_1#5_1#6_1
1 3_1#3_1#5_1#6_3
1 3_1#3_1#5_1#7_7
1 3_1#3_1#5_1#9_12
1 3_1#3_1#5_1#DT11a193
1 3_1#3_1#5_2#4_1#3_1
1 3_1#3_1#5_2#6_2
1 3_1#3_1#5_2#6_3
1 3_1#3_1#5_2#DT11n114#3_1#4_1
1 3_1#3_1#5_2#DT15n53548
1 3_1#3_1#6_1#3_1
1 3_1#3_1#6_1#4_1#6_2
1 3_1#3_1#6_2#3_1#DT14n8117#4_1
1 3_1#3_1#6_2#4_1
1 3_1#3_1#6_2#7_2
1 3_1#3_1#6_2#DT11n113#3_1
1 3_1#3_1#6_3#10_160
1 3_1#3_1#6_3#4_1
1 3_1#3_1#6_3#5_2
1 3_1#3_1#7_1#4_1
1 3_1#3_1#7_2#4_1
1 3_1#3_1#7_2#5_2
1 3_1#3_1#7_5#3_1
1 3_1#3_1#7_5#DT13n2014
1 3_1#3_1#8_1#6_1
1 3_1#3_1#8_10
1 3_1#3_1#8_11#4_1#4_1
1 3_1#3_1#8_12#3_1
1 3_1#3_1#8_14#5_2
1 3_1#3_1#8_15
1 3_1#3_1#8_17
1 3_1#3_1#8_19
1 3_1#3_1#8_19#4_1
1 3_1#3_1#8_19#4_1#6_2
1 3_1#3_1#8_21
1 3_1#3_1#8_21#5_2
1 3_1#3_1#8_3
1 3_1#3_1#8_4
1 3_1#3_1#8_4#3_1
1 3_1#3_1#8_6
1 3_1#3_1#8_8
1 3_1#3_1#9_15
1 3_1#3_1#9_18
1 3_1#3_1#9_19
1 3_1#3_1#9_22#3_1#4_1#3_1
1 3_1#3_1#9_26
1 3_1#3_1#9_29
1 3_1#3_1#9_4#5_2
1 3_1#3_1#9_42
1 3_1#3_1#9_7
1 3_1#3_1#9_8#10_77#4_1
1 3_1#3_1#DT11a137
1 3_1#3_1#DT11a15
1 3_1#3_1#DT11a234
1 3_1#3_1#DT11a250
1 3_1#3_1#DT11a254#7_6
1 3_1#3_1#DT11a58
1 3_1#3_1#DT11a94
1 3_1#3_1#DT11n12#3_1#3_1#3_1
1 3_1#3_1#DT11n122
1 3_1#3_1#DT11n130
1 3_1#3_1#DT11n3
1 3_1#3_1#DT11n53
1 3_1#3_1#DT11n64
1 3_1#3_1#DT12n178#3_1
1 3_1#3_1#DT12n243#3_1
1 3_1#3_1#DT12n329
1 3_1#3_1#DT12n339
1 3_1#3_1#DT12n514
1 3_1#3_1#DT13a3206#3_1
1 3_1#3_1#DT13n4965
1 3_1#3_1#DT13n690
1 3_1#3_1#DT14a10239
1 3_1#3_1#DT14n16386
1 3_1#3_1#DT14n2555
1 3_1#3_1#DT14n787
1 3_1#3_1#DT15n30307#5_1
1 3_1#3_1#DT15n34051
1 3_1#3_1#DT16n696294
1 3_1#3_1#DT16n828
1 3_1#4_1#10_130
1 3_1#4_1#10_133#5_2
