1 10_133
1 10_136#3_1
1 10_137#5_2#4_1
1 10_140
1 10_146
1 10_147#3_1
1 10_150#6_3#5_1
1 10_16#5_2#6_3#3_1
1 10_36#6_2#4_1
1 10_39#3_1
1 10_40#5_2
1 10_43
1 10_45
1 10_46#5_2
1 10_48
1 10_70#6_3#3_1
1 10_70#DT???_>=17Crossings
1 10_73#10_21#4_1
1 10_73#10_71
1 10_83#5_2#7_6#5_2#4_1
1 10_9#4_1#3_1#3_1#3_1
1 3_1#10_125#7_6
1 3_1#10_127#5_1
1 3_1#10_128
1 3_1#10_129
1 3_1#10_129#5_2#3_1
1 3_1#10_133#4_1
1 3_1#10_133#5_2
1 3_1#10_137
1 3_1#10_137#3_1#3_1
1 3_1#10_137#5_2
1 3_1#10_138
1 3_1#10_14#4_1
1 3_1#10_141
1 3_1#10_143#6_1#4_1
1 3_1#10_148#4_1
1 3_1#10_15
1 3_1#10_151#4_1
1 3_1#10_151#6_1#3_1#6_1
1 3_1#10_151#8_21#3_1
1 3_1#10_153#4_1#3_1
1 3_1#10_160#6_2#4_1
1 3_1#10_161#4_1#5_1
1 3_1#10_163#9_6
1 3_1#10_18
1 3_1#10_2#4_1
1 3_1#10_20#3_1
1 3_1#10_28#7_6#3_1
1 3_1#10_31#3_1#3_1
1 3_1#10_31#4_1
1 3_1#10_32#3_1#5_1#4_1
1 3_1#10_34#3_1
1 3_1#10_34#5_2#10_36#3_1
1 3_1#10_41#DT14a6442
1 3_1#10_46#3_1
1 3_1#10_46#5_1
1 3_1#10_57
1 3_1#10_57#6_2#3_1
1 3_1#10_60#3_1
1 3_1#10_63#7_3#4_1
1 3_1#3_1#10_1#5_2
1 3_1#3_1#10_103
1 3_1#3_1#10_106#4_1#6_2
1 3_1#3_1#10_12#5_2
1 3_1#3_1#10_124#5_2
1 3_1#3_1#10_125#3_1
1 3_1#3_1#10_125#4_1#6_2
1 3_1#3_1#10_126#5_2
1 3_1#3_1#10_126#8_19
1 3_1#3_1#10_128
1 3_1#3_1#10_128#5_2
1 3_1#3_1#10_128#DT11n74#3_1
1 3_1#3_1#10_129#3_1
1 3_1#3_1#10_130#3_1
1 3_1#3_1#10_132
1 3_1#3_1#10_132#4_1
1 3_1#3_1#10_132#9_7
1 3_1#3_1#10_132#DT11n67
1 3_1#3_1#10_134#4_1
1 3_1#3_1#10_137#5_1#6_1
1 3_1#3_1#10_138#4_1
1 3_1#3_1#10_14
1 3_1#3_1#10_142#3_1#3_1
1 3_1#3_1#10_143#3_1
1 3_1#3_1#10_144#9_43
1 3_1#3_1#10_148#DT13n1146#5_2
1 3_1#3_1#10_15#4_1
1 3_1#3_1#10_15#8_20#3_1#3_1
1 3_1#3_1#10_150
1 3_1#3_1#10_151#3_1
1 3_1#3_1#10_153
1 3_1#3_1#10_156#4_1
1 3_1#3_1#10_163#8_1#4_1
1 3_1#3_1#10_18#3_1#3_1
1 3_1#3_1#10_2#4_1#4_1
1 3_1#3_1#10_21#4_1#4_1
1 3_1#3_1#10_24#5_2
1 3_1#3_1#10_34
1 3_1#3_1#10_35#DT???_>=17Crossings
1 3_1#3_1#10_38
1 3_1#3_1#10_40#7_6#4_1
1 3_1#3_1#10_44#4_1
1 3_1#3_1#10_5
1 3_1#3_1#10_50
1 3_1#3_1#10_53#7_2
1 3_1#3_1#10_56#7_3
1 3_1#3_1#10_57#5_2#5_2#6_2
1 3_1#3_1#10_6#6_2
1 3_1#3_1#10_65#4_1
1 3_1#3_1#10_69
1 3_1#3_1#10_77#3_1#4_1
1 3_1#3_1#10_77#4_1
1 3_1#3_1#10_9#5_2
1 3_1#3_1#10_95#5_2
1 3_1#3_1#3_1#10_11
1 3_1#3_1#3_1#10_124
1 3_1#3_1#3_1#10_124#3_1
1 3_1#3_1#3_1#10_125#4_1
1 3_1#3_1#3_1#10_127
1 3_1#3_1#3_1#10_128#3_1
1 3_1#3_1#3_1#10_131
1 3_1#3_1#3_1#10_133#3_1
1 3_1#3_1#3_1#10_133#7_1#4_1
1 3_1#3_1#3_1#10_134#4_1
1 3_1#3_1#3_1#10_135
1 3_1#3_1#3_1#10_136#4_1
1 3_1#3_1#3_1#10_140#3_1
1 3_1#3_1#3_1#10_140#3_1#7_6#3_1
1 3_1#3_1#3_1#10_147#DT12n372#4_1
1 3_1#3_1#3_1#10_151#7_1
1 3_1#3_1#3_1#10_152
1 3_1#3_1#3_1#10_153
1 3_1#3_1#3_1#10_153#5_2
1 3_1#3_1#3_1#10_25
1 3_1#3_1#3_1#10_25#4_1
1 3_1#3_1#3_1#10_28#3_1
1 3_1#3_1#3_1#10_29#5_2
1 3_1#3_1#3_1#10_3#8_20
1 3_1#3_1#3_1#10_34
1 3_1#3_1#3_1#10_39
1 3_1#3_1#3_1#10_40
1 3_1#3_1#3_1#10_44#5_2
1 3_1#3_1#3_1#10_47#6_2
1 3_1#3_1#3_1#10_48#3_1
1 3_1#3_1#3_1#10_5
1 3_1#3_1#3_1#10_51
1 3_1#3_1#3_1#10_54#4_1
1 3_1#3_1#3_1#10_55#6_3
1 3_1#3_1#3_1#10_57
1 3_1#3_1#3_1#10_70#6_2
1 3_1#3_1#3_1#10_77
1 3_1#3_1#3_1#10_8#4_1
1 3_1#3_1#3_1#10_81
1 3_1#3_1#3_1#3_1#10_11#4_1#3_1
1 3_1#3_1#3_1#3_1#10_124#3_1#3_1
1 3_1#3_1#3_1#3_1#10_125#5_2
1 3_1#3_1#3_1#3_1#10_128
1 3_1#3_1#3_1#3_1#10_136
1 3_1#3_1#3_1#3_1#10_137#3_1
1 3_1#3_1#3_1#3_1#10_138#4_1
1 3_1#3_1#3_1#3_1#10_140#4_1
1 3_1#3_1#3_1#3_1#10_141
1 3_1#3_1#3_1#3_1#10_142#5_2#9_45
1 3_1#3_1#3_1#3_1#10_143#5_2#5_1
1 3_1#3_1#3_1#3_1#10_143#6_1
1 3_1#3_1#3_1#3_1#10_143#9_23#3_1
1 3_1#3_1#3_1#3_1#10_155#4_1#5_2
1 3_1#3_1#3_1#3_1#10_17#5_1
1 3_1#3_1#3_1#3_1#10_2#4_1
1 3_1#3_1#3_1#3_1#10_23#5_2
1 3_1#3_1#3_1#3_1#10_25#5_2
1 3_1#3_1#3_1#3_1#10_38#3_1
1 3_1#3_1#3_1#3_1#10_38#7_6
1 3_1#3_1#3_1#3_1#10_5#5_2
1 3_1#3_1#3_1#3_1#10_62
1 3_1#3_1#3_1#3_1#10_7
1 3_1#3_1#3_1#3_1#10_7#4_1
1 3_1#3_1#3_1#3_1#10_78#5_2
1 3_1#3_1#3_1#3_1#10_9#4_1#5_1#5_1
1 3_1#3_1#3_1#3_1#10_94
1 3_1#3_1#3_1#3_1#10_94#4_1
1 3_1#3_1#3_1#3_1#3_1#10_127#3_1
1 3_1#3_1#3_1#3_1#3_1#10_136#6_3
1 3_1#3_1#3_1#3_1#3_1#10_137#3_1
1 3_1#3_1#3_1#3_1#3_1#10_161
1 3_1#3_1#3_1#3_1#3_1#10_163
1 3_1#3_1#3_1#3_1#3_1#10_19#4_1
1 3_1#3_1#3_1#3_1#3_1#10_2
1 3_1#3_1#3_1#3_1#3_1#10_35#4_1#3_1#4_1
1 3_1#3_1#3_1#3_1#3_1#10_56
1 3_1#3_1#3_1#3_1#3_1#10_63
1 3_1#3_1#3_1#3_1#3_1#10_63#4_1
1 3_1#3_1#3_1#3_1#3_1#10_80#3_1
1 3_1#3_1#3_1#3_1#3_1#10_86
1 3_1#3_1#3_1#3_1#3_1#10_93#4_1
1 3_1#3_1#3_1#3_1#3_1#3_1#10_125#3_1
1 3_1#3_1#3_1#3_1#3_1#3_1#10_129
1 3_1#3_1#3_1#3_1#3_1#3_1#10_132#4_1
1 3_1#3_1#3_1#3_1#3_1#3_1#10_20#4_1
